id,y
4456068992182160,-1.0
4456424178427250,-1.0
4456797466940200,-1.0
4456791021108920,-1.0
4457086404997440,0.0
4457152129019640,
4457827361629760,
4458609708660190,
4458599680017930,
4458853061816280,
4459689523639890,
4459663745597810,
4458970833619120,
4460049088641370,
4460408020984770,
4460044734718810,
4460057116667200,
4460053245947360,
4460003047662520,
4460406158654420,
4460417973233560,
4460420603967690,
4460666649465060,
4460783620098110,
4461139519472380,
4461131160371150,
4461488888731490,
4462104544972710,
4462559836736440,
4462918689545870,
4463222482234740,
4463282205450510,
4468230968346510,
4468341035434870,
4468603934195360,
4463919710511440,
4464045383900520,
4464399178120380,
4464407126239860,
4464303207479990,
4470181806452450,
4470051229237290,
4470146385254120,
4464765973655970,
4465132082049670,
4465131238564520,
4465855921977370,
4455748258222440,
4466191457940130,
4466877365962200,
4467669631499950,
4467574181502060,
4468372098269660,
4460795306441440,
4460953988723200,
4469102997811460,
4469455511584290,
4470201989097430,
4470556433156700,
4470538124828320,
4471286891378060,
4471286468199130,
4471649820955150,
4466397390447760,
4466884478796710,
4467249421631750,
4472380502446650,
4472361660748590,
4468783433597780,
4469416730825640,
4472610375272250,
4469689944612760,
4473096356408230,
4473104807497210,
4470057746647810,
4470201309850860,
4471223461235080,
4473419993612700,
4473394458661250,
4473444626132410,
4470011751758580,
4470515869291910,
4470749111245950,
4470846510695040,
4471088345891280,
4458443634868710,
4457122873797330,
4463077800071650,
4463298232045820,
4463461884977100,
4464762253398680,
4465090114186490,
4465481266031710,
4465484789276880,
4465769880367360,
4466179173678940,
4466147917714230,
4466220088686490,
4466102480736480,
4463105897995420,
4463248919576360,
4463167616674160,
4466403769730470,
4466761270874930,
4467282619603990,
4467171138842270,
4467271176846100,
4467261421626060,
4467579399372290,
4467646345120990,
4467659456330370,
4465814063050410,
4465825555626070,
4468016152860490,
4468021474685240,
4466023589584700,
4468388648803620,
4466491502312840,
4468392281080380,
4468524611204930,
4468661312139730,
4468701442688210,
4468750487582060,
4466733177565440,
4468928522662240,
4468939839203590,
4468870380975090,
4469023661674340,
4469462629905950,
4469793442987710,
4467856886987750,
4469815022517180,
4470151053084380,
4470195797702830,
4468563190752500,
4470539672622250,
4471128687019770,
4471270458329760,
4471574008500810,
4469530950420190,
4469777009538600,
4469681043792210,
4472370134012890,
4473399923596670,
4473257971187150,
4473380994404700,
4473350891571510,
4472884662079970,
4473130292551260,
4455978944546410,
4455854533610770,
4456436706615250,
4456355039556820,
4456256397565940,
4456459317956310,
4456795390624010,
4457161259807340,
4457155224779640,
4457106168388180,
4458963515333490,
4459324455360330,
4459661627836620,
4460056055288120,
4460782978803130,
4460776347352940,
4460797663598790,
4461132112875800,
4461189263829140,
4461494647542440,
4460753353988050,
4462096575801590,
4462957167367740,
4462959336454810,
4463271484895280,
4463682320993470,
4464046571274810,
4464044775810070,
4464770906580120,
4464769463216680,
4465122703546840,
4465118236485330,
4465130227710200,
4465134078564770,
4464933665925550,
4465486979342480,
4465496474377710,
4465380950696890,
4465487318247970,
4465422898144120,
4465858602864660,
4465854559810810,
4466210483671550,
4466213302116440,
4466164678190330,
4466581838786680,
4467668235345250,
4468389198188260,
4468754975137880,
4468754115212790,
4468584073487950,
4468757205922540,
4469119463975890,
4469479494562170,
4469469252224420,
4469419440727750,
4469836048915120,
4470565748189300,
4471604031160710,
4471656330688900,
4464966113412720,
4471654778787500,
4471636398965470,
4471629386469070,
4472017174820380,
4472003778261750,
4471998371262360,
4472008895256350,
4472015375345240,
4472347693907350,
4472381118738570,
4472729783066430,
4470567442905970,
4470567761671570,
4470567900478430,
4473094377153570,
4470620458507210,
4473093764365740,
4473458920438860,
4471254985321740,
4471259305871090,
4471276754328330,
4471632758730820,
4473459042006290,
4471837772066940,
4455969243514730,
4455753513222390,
4456732506277880,
4456763828484270,
4456697139290450,
4457494920942070,
4457670628726130,
4458177632156380,
4460335592909370,
4460771897170630,
4460936893263020,
4461131911671280,
4461036855821890,
4461302346776680,
4464040804350640,
4462212582125330,
4462401309141190,
4463321174268600,
4465698379842920,
4465810166523690,
4464408958857800,
4464409185467440,
4464401534753710,
4466356311636400,
4464771212194100,
4465029841286090,
4465108249822880,
4467057670116230,
4466578139480290,
4467640208552750,
4467542397947140,
4466805688777560,
4467305666974680,
4467301153438780,
4467300273379740,
4467300260343500,
4468031901960900,
4468017003775320,
4468026734494360,
4468032602270050,
4467981272340780,
4468029918331890,
4468390153960310,
4468380406604710,
4468630257885360,
4470849753043540,
4470885647817230,
4471091206430500,
4469375261947240,
4471159804320190,
4470202949644310,
4471871011313470,
4471798114776930,
4471987314944810,
4470559435525610,
4471886102324760,
4470921538719360,
4472353235311780,
4470912499794690,
4470931436673880,
4472251808085010,
4470917768049860,
4472373526784850,
4472366279454090,
4472686791201640,
4472722492754270,
4472655346592760,
4473103088158590,
4473087997502920,
4473105877240020,
4473104351024410,
4472693912781640,
4456015002737710,
4455877316918170,
4456361352126380,
4457084982330980,
4457820893922990,
4457749444790850,
4457898002807740,
4458208481355390,
4458419853503020,
4458587864269730,
4458907785163020,
4459120650009570,
4461294243261090,
4459688525269000,
4460388923788900,
4461416285004210,
4461315516857530,
4461782993132120,
4461552855464080,
4461776542842830,
4461849171435840,
4461850224213940,
4464042972120400,
4463842497378900,
4464186585557630,
4462838527416830,
4462953228711990,
4464727616837070,
4465105766843330,
4464409063665030,
4464383705017990,
4464406740251830,
4464406756871180,
4465780987219520,
4464771514473060,
4465785898652880,
4465844551826340,
4465489608747230,
4465489323635370,
4465471279974910,
4465433933089800,
4465855770963210,
4465820220158440,
4466902439443950,
4467472722191860,
4466945497373640,
4466940968037050,
4467472931767440,
4467468590059190,
4467297240421310,
4467299275234670,
4467307592036200,
4467666616164500,
4468032413863560,
4468031750695890,
4468016463044540,
4468386295750590,
4468340409727250,
4468380847772490,
4468755146496840,
4468553710900510,
4468659269450490,
4469116482175180,
4469120349463410,
4469115752415220,
4469112916850480,
4469094764198020,
4469045640260460,
4469468749246440,
4469478740402500,
4469461647911230,
4469267640272520,
4469843992769230,
4470135622335580,
4470194469015250,
4470569942773990,
4470566759216210,
4470447686975330,
4470544504596860,
4470459997271030,
4470932192419770,
4470825673083470,
4470906677892220,
4471292641804390,
4471281129339210,
4471294134937410,
4471275919066310,
4471269791863100,
4471655038181490,
4471282785126110,
4471479016098630,
4471583043172700,
4472011449548570,
4471586231372020,
4472018684869180,
4472737265188820,
4473451329009410,
4472976558319680,
4472892840868800,
4473412842002790,
4457294038941320,
4465495367697510,
4465491198838800,
4465495044794120,
4465836352293340,
4465857964995060,
4465858304386720,
4465838327618760,
4466204674858300,
4466111125241370,
4466204447923540,
4458249266753710,
4466441845684040,
4466422959307700,
4458449012235780,
4466824261813620,
4467275992171750,
4467247152439460,
4467295718347390,
4467995047160100,
4467940806575810,
4468301347948530,
4468312333872500,
4468752332590830,
4468733945190620,
4468733415969770,
4468741838183700,
4460651286549760,
4469016846522840,
4469465284778800,
4469824203373120,
4461086432262040,
4469810002069970,
4469753001246340,
4470178597258140,
4461068241938530,
4470197782418700,
4470187078501150,
4471601892741980,
4462035029135020,
4471643688359500,
4471581017775710,
4471991329265010,
4472285198933640,
4472334838660870,
4472308121245590,
4472931772184540,
4473468760173060,
4473462393263460,
4466517250477480,
4470183764688460,
4470554616493780,
4466945237339240,
4466940904599990,
4467157041205410,
4467101769121060,
4472042072420460,
4470049903268050,
4457614178264030,
4458055246727070,
4458250546126670,
4472919163750240,
4460084882798190,
4461429443038400,
4461652520741790,
4462218316299300,
4462944546673890,
4463309476894770,
4462944496421190,
4463310252399480,
4464035376503990,
4464759811898330,
4464407331495670,
4465001278537690,
4464677930770090,
4464719953543580,
4465055343282170,
4464572150710210,
4464917165673160,
4465098993264920,
4465449058572070,
4465465781385250,
4465413407073120,
4465444872169370,
4465670454802490,
4465656651202550,
4465840864978720,
4466126865600490,
4466208831476400,
4466201806130190,
4466193781971100,
4466537722870000,
4466469578040220,
4466932382248530,
4466762336465460,
4466748907017600,
4466714299323070,
4467291137755190,
4467219235242290,
4467639638613690,
4468026767925210,
4466173980860160,
4467991930624580,
4468028877758120,
4467991612165270,
4467349102689480,
4467867116215560,
4467902897929750,
4468346953186850,
4468303156581530,
4468307681933240,
4468557850729960,
4468607339648480,
4468735974621960,
4468752144229920,
4468801079244590,
4468911493966460,
4469460058878480,
4469836664997870,
4470191327495420,
4470536916379830,
4470396428994690,
4471542085735500,
4470932204454550,
4471635086455380,
4470895336365250,
4472156165345580,
4472220065991550,
4471586511603950,
4472265187883320,
4472326357708750,
4455919671045020,
4472349438667920,
4472128118485680,
4472353109507180,
4472709398239660,
4472669053304000,
4457110588748730,
4473066459738240,
4472898750406660,
4457348569005070,
4473093588490350,
4473344499539720,
4473382936472640,
4461776999967550,
4462488831406130,
4462527226283700,
4462958786377530,
4462957276878450,
4463318024301790,
4469481735001700,
4463684405094250,
4469475682250560,
4463684250595000,
4470078063663020,
4464406647441900,
4470598602766700,
4471283678763420,
4472287341849560,
4472178072552590,
4472027681274030,
4473064886410150,
4473146398362980,
4456074310223420,
4456436690057940,
4466217907782960,
4466215928123870,
4466213230507800,
4457150430394920,
4457161457020660,
4457161306286060,
4466220541919050,
4466149809196920,
4466200241700930,
4466578693195890,
4458611130246930,
4458610841354780,
4466945854051540,
4458611159363610,
4466917136252980,
4467305934778030,
4467308099573570,
4458973488888860,
4458973375520900,
4458973484352670,
4467670772281390,
4467662564572780,
4458973350535500,
4458973141248490,
4468033131308940,
4459335817776620,
4468386346549620,
4459698189444210,
4459698180749930,
4459696276453000,
4459698226797950,
4459698092619080,
4469119908980660,
4469102213409290,
4469008055160640,
4469479465086340,
4459697694430140,
4460058630590700,
4460060606876220,
4460060551853650,
4460060702444190,
4460423023464650,
4460060375713090,
4460421505177780,
4460785478573400,
4460784287119920,
4470569107733280,
4460781062396030,
4461147677508440,
4461147509954960,
4470931630471200,
4461147702732510,
4461147593996000,
4470923346650640,
4461510078511350,
4470884251462400,
4461509855880670,
4461872290269230,
